node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
2965	155871	protein	protein	GTF2H1	tat
2966	155871	protein	protein	GTF2H2	tat
2967	155871	protein	protein	GTF2H3	tat
2968	155871	protein	protein	GTF2H4	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
1022	155871	protein	protein	CDK7	tat
1022	155871	protein	protein	CDK7	tat
2068	155871	protein	protein	ERCC2	tat
2068	155871	protein	protein	ERCC2	tat
2071	155871	protein	protein	ERCC3	tat
2071	155871	protein	protein	ERCC3	tat
2965	155871	protein	protein	GTF2H1	tat
2965	155871	protein	protein	GTF2H1	tat
2966	155871	protein	protein	GTF2H2	tat
2966	155871	protein	protein	GTF2H2	tat
2967	155871	protein	protein	GTF2H3	tat
2967	155871	protein	protein	GTF2H3	tat
2968	155871	protein	protein	GTF2H4	tat
2968	155871	protein	protein	GTF2H4	tat
4331	155871	protein	protein	MNAT1	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
2068	155871	protein	protein	ERCC2	tat
2071	155871	protein	protein	ERCC3	tat
2965	155871	protein	protein	GTF2H1	tat
2966	155871	protein	protein	GTF2H2	tat
2967	155871	protein	protein	GTF2H3	tat
2968	155871	protein	protein	GTF2H4	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
2068	155871	protein	protein	ERCC2	tat
2071	155871	protein	protein	ERCC3	tat
2965	155871	protein	protein	GTF2H1	tat
2966	155871	protein	protein	GTF2H2	tat
2967	155871	protein	protein	GTF2H3	tat
2968	155871	protein	protein	GTF2H4	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
2068	155871	protein	protein	ERCC2	tat
2071	155871	protein	protein	ERCC3	tat
2965	155871	protein	protein	GTF2H1	tat
2966	155871	protein	protein	GTF2H2	tat
2967	155871	protein	protein	GTF2H3	tat
2968	155871	protein	protein	GTF2H4	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
1022	155871	protein	protein	CDK7	tat
2965	155871	protein	protein	GTF2H1	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
1022	155871	protein	protein	CDK7	tat
1022	155871	protein	protein	CDK7	tat
2965	155871	protein	protein	GTF2H1	tat
2965	155871	protein	protein	GTF2H1	tat
4331	155871	protein	protein	MNAT1	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
2965	155871	protein	protein	GTF2H1	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
2965	155871	protein	protein	GTF2H1	tat
4331	155871	protein	protein	MNAT1	tat
902	155871	protein	protein	CCNH	tat
1022	155871	protein	protein	CDK7	tat
2965	155871	protein	protein	GTF2H1	tat
4331	155871	protein	protein	MNAT1	tat
902	155807	protein	protein	CCNH	vpr
1022	155807	protein	protein	CDK7	vpr
2965	155807	protein	protein	GTF2H1	vpr
4331	155807	protein	protein	MNAT1	vpr
902	155807	protein	protein	CCNH	vpr
1022	155807	protein	protein	CDK7	vpr
2965	155807	protein	protein	GTF2H1	vpr
4331	155807	protein	protein	MNAT1	vpr
5430	155971	protein	protein	POLR2A	env
5431	155971	protein	protein	POLR2B	env
5432	155971	protein	protein	POLR2C	env
5433	155971	protein	protein	POLR2D	env
5434	155971	protein	protein	POLR2E	env
5435	155971	protein	protein	POLR2F	env
5436	155971	protein	protein	POLR2G	env
5438	155971	protein	protein	POLR2I	env
5439	155971	protein	protein	POLR2J	env
5430	155871	protein	protein	POLR2A	tat
5431	155871	protein	protein	POLR2B	tat
5432	155871	protein	protein	POLR2C	tat
5433	155871	protein	protein	POLR2D	tat
5434	155871	protein	protein	POLR2E	tat
5435	155871	protein	protein	POLR2F	tat
5436	155871	protein	protein	POLR2G	tat
5438	155871	protein	protein	POLR2I	tat
5439	155871	protein	protein	POLR2J	tat
5430	155871	protein	protein	POLR2A	tat
5431	155871	protein	protein	POLR2B	tat
5432	155871	protein	protein	POLR2C	tat
5433	155871	protein	protein	POLR2D	tat
5434	155871	protein	protein	POLR2E	tat
5435	155871	protein	protein	POLR2F	tat
5436	155871	protein	protein	POLR2G	tat
5438	155871	protein	protein	POLR2I	tat
5439	155871	protein	protein	POLR2J	tat
5430	155807	protein	protein	POLR2A	vpr
5431	155807	protein	protein	POLR2B	vpr
5432	155807	protein	protein	POLR2C	vpr
5433	155807	protein	protein	POLR2D	vpr
5434	155807	protein	protein	POLR2E	vpr
5435	155807	protein	protein	POLR2F	vpr
5436	155807	protein	protein	POLR2G	vpr
5438	155807	protein	protein	POLR2I	vpr
5439	155807	protein	protein	POLR2J	vpr
598	155971	protein	protein	BCL2L1	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
598	156110	protein	protein	BCL2L1	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
598	155871	protein	protein	BCL2L1	tat
920	155871	protein	protein	CD4	tat
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3107	155871	protein	protein	HLA-C	tat
598	155945	protein	protein	BCL2L1	vpu
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
3105	155945	protein	protein	HLA-A	vpu
3106	155945	protein	protein	HLA-B	vpu
3107	155945	protein	protein	HLA-C	vpu
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
941	156110	protein	protein	CD80	nef
942	156110	protein	protein	CD86	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
941	156110	protein	protein	CD80	nef
942	156110	protein	protein	CD86	nef
920	155871	protein	protein	CD4	tat
941	155871	protein	protein	CD80	tat
942	155871	protein	protein	CD86	tat
920	155807	protein	protein	CD4	vpr
941	155807	protein	protein	CD80	vpr
941	155807	protein	protein	CD80	vpr
942	155807	protein	protein	CD86	vpr
942	155807	protein	protein	CD86	vpr
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
940	155971	protein	protein	CD28	env
941	155971	protein	protein	CD80	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
940	155971	protein	protein	CD28	env
941	155971	protein	protein	CD80	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
941	156110	protein	protein	CD80	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
920	155807	protein	protein	CD4	vpr
940	155807	protein	protein	CD28	vpr
941	155807	protein	protein	CD80	vpr
941	155807	protein	protein	CD80	vpr
3458	155807	protein	protein	IFNG	vpr
3558	155807	protein	protein	IL2	vpr
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
941	155971	protein	protein	CD80	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
941	155971	protein	protein	CD80	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
941	156110	protein	protein	CD80	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
920	155871	protein	protein	CD4	tat
941	155871	protein	protein	CD80	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
920	155807	protein	protein	CD4	vpr
941	155807	protein	protein	CD80	vpr
941	155807	protein	protein	CD80	vpr
3458	155807	protein	protein	IFNG	vpr
3558	155807	protein	protein	IL2	vpr
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
941	155971	protein	protein	CD80	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
941	155971	protein	protein	CD80	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
941	156110	protein	protein	CD80	nef
3558	156110	protein	protein	IL2	nef
920	156110	protein	protein	CD4	nef
941	156110	protein	protein	CD80	nef
3558	156110	protein	protein	IL2	nef
920	155871	protein	protein	CD4	tat
941	155871	protein	protein	CD80	tat
3558	155871	protein	protein	IL2	tat
920	155807	protein	protein	CD4	vpr
941	155807	protein	protein	CD80	vpr
941	155807	protein	protein	CD80	vpr
3558	155807	protein	protein	IL2	vpr
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
941	155971	protein	protein	CD80	env
920	155971	protein	protein	CD4	env
941	155971	protein	protein	CD80	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
941	156110	protein	protein	CD80	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
